form	segmentation	feats
šeġruž	šeġr-o-ež	verb;MOD.PAT;OPT
šeġurni	šeġor+ni	noun;ABS
šeġurniba	šeġor+ni-i-va	noun;3POSS.SG;DAT
šeġurnibini	šeġor+ni-ve-ne-e	noun;GEN;RELAT.SG;DIR/LOC
šeġurnibāe	šeġor+ni-ve-ae	noun;GEN;INS
šeġurninni	šeġor+n+i+nni	noun;ABS
šeġurnāe	šeġor+ni-ae	noun;INS
šeġurunnivini	šeġor+ni-ne-ve-ne-e	noun;RELAT.SG;GEN;RELAT.SG;DIR/LOC
šeġōnāža	šeġōni-na-až-a	noun;RELAT.PL;PL;DAT/ESS
šeġōrnida	šeġor+ni-da	noun;DIR
šešfe	šešfe	noun;ABS
šeštena	šešti-na	noun;RELAT.PL.ABS
šešteni	šešti-ne	noun;ABL/INS
šeštuġalzini	šeštuġ+al+zi-ne	noun;ABL/INS
šeššalli	šeššali-ne	noun;ABL/INS
šia	šiye	noun;ABS
šia	ši-a	verb;INT
šiai	šiye-ae	noun;INS
šiali	šiali	noun;ABS
šialiribuwi	šial-i-re-iffu-ve	verb;AG;PTCP;1POSS.SG;GEN
šialužum	šial-ož-o-m	verb;ož;TR.PFV;3A.SG
šialēri	šial-i-re	verb;AG;PTCP.ABS
šianeda	šiya-ne-da	noun;RELAT.SG;DIR
šiašši	šī-a-šše	verb;INT;NMLZ.ABS
šib	šī-v	noun;2POSS.SG.ABS
šibā	šibi-a	noun;ESS
šibā	šib-a	verb;INT
šidarbu	šidarbu	noun;ABS
šidarbul	šidarbu-ž=l	noun;ERG;3PL.ABS
šidarillōm	šid-ar-ill-o-m	verb;ITER;INGR;TR.PFV;3A.SG
šidarna	šid+ar+ni-a	noun;ESS
šidarnai	šid+ar+ni-ae	noun;INS
šidarni	šid+ar+ni	noun;ABS
šidilāi	šid-i-l-ai	verb;MOD.AG;l;PURP
šidurriva	šid+ō+ri-ne-va	noun;RELAT.SG;DAT
šidāra	šid-ar-a	verb;ITER;3A.SG
šidōri	šid+ō+ri	noun;ABS
šigadibam	šig+adi-i-va=m	noun;3POSS.SG;DAT;CON
šiglademma	šigl+ade=mma	noun;ABS;CON
šikkinažan	šikki-na-až-a=an	noun;RELAT.PL;PL;DAT/ESS;CON
šilaluġinida	šilaluġi-ne-da	noun;RELAT.SG;DIR
šilava	šilavi-a	noun;ESS
šilaġugarilla	šil-aġ-ugar-i=lla	verb;aġ;RECIP;ANTIP;3PL.ABS
šildanurum	šil-d-an-ur-o-m	verb;d;an;ur;TR.PFV;3A.SG
šilumōtḫeb	šil+um+ō+tḫe=m	noun;ABS;CON
šilumōtḫeb	šil+um+ō+tḫ-i-b	verb;ANTIP;b
šilāġi	šilāġi	noun;ABS
šilāġi	šil-aġ-i	verb;aġ;ANTIP
šimegai	šimiga+i	noun;ABS
šimigi	šimige	noun;ABS
šimiginel	šimige-ne=l	noun;ABL/INS;3PL.ABS
šiminež	šimi-ne-ž	noun;RELAT.SG;ERG
šindadāi	šind+ade-ae	noun;INS
šindai	šindai	NUM;ABS
šindiž	šindi-ž	NUM;ERG
šindiž	šindi-i-ž	noun;3POSS.SG;ERG
šindiž	šind-i-ež	verb;MOD.AG;OPT
šindižūwad	šindi+ž+ūwi-a=d	NUM;ESS;1SG.ABS
šindāib	šindai=v	NUM;ABS;2PL.ABS
šinim	šini=m	ADV;CON
šinima	šini=ma	ADV;CON
šinnaġinippaž	šinnaġi+ni-iffe-až	noun;1POSS;PL.ABS
šinubini	šinubi-ne	noun;ABL/INS
šinurġina	šinurġi-na	noun;RELAT.PL.ABS
šinutḫina	šinut-ġe-na	noun;ADJ;RELAT.PL.ABS
šinzamma	šin+ze-a=mma	NUM;ESS;2SG.ABS
šinzi	šin+ze	NUM;ABS
šinzuḫḫamma	šin+z+o+ḫḫe-a=mma	ADV;ESS;CON
šināi	šine-ae	NUM;INS
širadili	šir+ad-i-le	verb;MOD.AG;1JUSS
širnib	šīr+ni-v	noun;2POSS.SG.ABS
šiummeni	šī-umme-ne	verb;INF;ABL/INS
šiurivain	ši-ur-i-va-en	verb;ur;MOD.AG;NEG;3JUSS
šiwumballa	ši-umb-a=lla	verb;umb;3A.SG;3PL.ABS
šiāma	šiye-a=ma	noun;ESS;CON
šiāma	šī-a=ma	verb;INT;CON
šiānima	šiāni=ma	noun;ABS;CON
šiēž	šiye-ž	noun;ERG
šiġalam	šeġali-a=m	ADJ;ESS;CON
šiġalam	šeġal-a=m	verb;INT;CON
šubrianaž	šubri+ana-ž	noun;ERG
šubribi	šubri-ve	noun;GEN
šubribima	šubri-ve=ma	noun;GEN;CON
šubribina	šubri-ve-na	noun;GEN;RELAT.PL.ABS
šubribiniba	šubri-ve-ne-va	noun;GEN;RELAT.SG;DAT
šubribinibi	šubri-ve-ne-ve	noun;GEN;RELAT.SG;GEN
šubribinibināža	šubri-ve-ne-ve-na-až-a	noun;GEN;RELAT.SG;GEN;RELAT.PL;PL;DAT/ESS
šugārdedāwul	šug+ārd-ed-aw=l	verb;FUT;1A.SG;3PL.ABS
šuinež	šui-ne-ž	noun;RELAT.SG;ERG
šukka	šokko-a	NUM;ESS
šukka	šokk-a	verb;INT
šukki	šokki	ADV
šukku	šokko	NUM;ABS
šukkua	šukk-u-a	verb;MED;3A.SG
šukkunna	šokko=nna	NUM;3SG.ABS
šukkunna	šukk+o+ni-na	noun;RELAT.PL.ABS
šukkuttatta	šukk+utti-a=tta	noun;ESS;1SG.ABS
šukkuttatta	šukk+utt-a=tta	verb;INT;1SG.ABS
šukkuttattam	šukk+utti-a=tta=m	noun;ESS;1SG.ABS;CON
šukkuttattam	šukk+utt-a=tta=m	verb;INT;1SG.ABS;CON
šullād	šolli-a=d	noun;ESS;1SG.ABS
šullūbri	šullūbri	noun;ABS
šumallam	šumali-na=m	noun;RELAT.PL.ABS;CON
šumi	šumi-i	noun;3POSS.SG.ABS
šumi	šum-i	verb;ANTIP
šummanniž	šumm+a+ni-ne-ž	noun;RELAT.SG;ERG
šummera	šummi-ra	ADJ;COM
šummera	šummeri-a	noun;ESS
šummi	šummi	ADJ
šummida	šummi-da	ADJ;DIR
šummin	šummi-n	ADJ;ABL/INS
šummin	šummi+n	ADV
šummini	šummi-ne	ADJ;ABL/INS
šumminnam	šummi-n=nna=m	ADJ;ABL/INS;3SG.ABS;CON
šumminnam	šummi+n=nna=m	ADV;3SG.ABS;CON
šummundidum	šummun-d-id-o=m	verb;d;PL.A;TR.PFV;CON
šummīda	šummi-i-da	ADJ;3POSS.SG;DIR
šummōnni	šummōnni	noun;ABS
šumunnež	šumni-ne-ž	noun;RELAT.SG;ERG
šumunnibi	šumni-ne-ve	noun;RELAT.SG;GEN
šundinna	šundi+ni-na	noun;RELAT.PL.ABS
šuppaššab	šupp+a+šše-a=m	noun;ESS;CON
šurakkanna	šurakk+a+nni-a	noun;ESS
šuratḫiniž	šur+a+tḫe-ne-ž	noun;RELAT.SG;ERG
šurba	šurbi-a	noun;ESS
šurba	šurb-a	verb;INT
šurbigina	šurbigi-na	noun;RELAT.PL.ABS
šurbēgi	šurbēgi	noun;ABS
šurrād	šurr-a=d	verb;INT;1SG.ABS
šurrū	šurr-u	verb;MED
šuwannāža	šuw+a+ni-na-až-a	noun;RELAT.PL;PL;DAT/ESS
šuwindašši	šu-i-nd-a-šše	verb;TR;PL.A;3A;NMLZ.ABS
šuēž	šōe-ž	PRON;ERG
šuēž	šu-i-ež	verb;MOD.AG;OPT
šuġa	šuʾi-a	noun;ESS
šuġa	šuʾ-a	verb;INT
šuġražna	šuġraž+ni-a	noun;ESS
šuġrāženež	šuġr+ā+že-ne-ž	noun;RELAT.SG;ERG
šuġunnež	šōġoni-ne-ž	noun;RELAT.SG;ERG
šuškib	šušk-i-b	verb;ANTIP;b
šāišḫi	šā+i+šḫe	noun;ABS
šāla	šāla	noun;ABS
šālabnira	šālab+ni-i-ra	noun;3POSS.SG;COM
šālada	šāla-da	noun;DIR
šāladeni	šālade-ne	noun;ABL/INS
šāli	šāli	noun;ABS
šāli	šāl-i	verb;ANTIP
šāmanni	šāmani-ne	noun;ABL/INS
šānnež	šāni-ne-ž	noun;RELAT.SG;ERG
šāra	šār-a	verb;ESS
šāri	šāri	noun;ABS
šāri	šār-i	verb;ANTIP
šārib	šāri-v	noun;2POSS.SG.ABS
šārinevi	šāri-ne-ve	noun;RELAT.SG;GEN
šāttīdu	šātt-id-o	verb;PL.A;TR.PFV
šāvalam	šāv+al-a=m	verb;INT.IMP;2SG.ABS
šāvālli	šavli-ne	noun;ABL/INS
šāvōe	šāvō+e	ADV
šāvōe	šāv+ō+ʾe	noun;ABS
šāwralla	šauri-a=lla	noun;ESS;3PL.ABS
šāġari	šāġ+ar+i	noun;ABS
šāġlēž	šāġli-e-ž	noun;3POSS.SG;ERG
šāġlēž	šāġl-i-ež	verb;MOD.AG;OPT
šāžarri	šažari-ne	noun;ABL/INS
šāžuda	šo-až-oda	PRON;PL;DIR
šēalidin	šē-al-id-en	verb;al;PL.A;3JUSS
šēduilianiž	šēd+oʾ+ilia-ne-ž	ADJ;RELAT.SG;ERG
šēlla	šelli-a	noun;ESS
šēna	šiye-na	noun;RELAT.PL.ABS
šēndeššini	šēnde+šše-ne	NUM;ABL/INS
šēni	šena-i	noun;3POSS.SG.ABS
šēni	šēn-i	verb;ANTIP
šēnima	šiye-ne-e=ma	noun;RELAT.SG;DIR/LOC;CON
šēnna	šena-na	noun;RELAT.PL.ABS
šēra	šēri-a	noun;ESS
šēra	šēr-a	verb;INT
šēri	šēri	noun;ABS
šēri	šēr-i	verb;ANTIP
šēria	šēr-i-a	verb;TR;3A.SG
šēriž	šēri-ž	noun;ERG
šērižu	šērižu	noun;ABS
šērāmmi	šērāmmi	noun;ABS
šēržēni	šer+že-ne	noun;ABL/INS
šēġa	šēġa	noun;ABS
šēġadulimaššinama	šēġ+ad+ul+i+m+a+šše-na=ma	noun;RELAT.PL.ABS;CON
šēġalana	šēġala-na	noun;RELAT.PL.ABS
šēġalaštama	šeġal-ašt-a=ma	verb;RES;INT;CON
šēġali	šeġali	ADJ;ABS
šēġalinduž	šeġal-ind-o-ež	verb;PL.A;MOD.AG;OPT
šēġalubada	šēġal+o+bade-a	ADJ;ESS
šēġaludiž	šeġal-ud-i-ež	verb;NEG;MOD.AG;OPT
šēġalum	šeġal-o-m	verb;TR.PFV;3A.SG
šēġalumalla	šeġal-umme-a=lla	verb;INF;ESS;3PL.ABS
šēġan	šēġa-n	noun;ABL/INS
šēšše	šēš+še	NUM;ABS
šēža	šēžē-a	NUM;ESS
šēža	šēži-a	noun;ESS
šēža	šēž-a	verb;INT
šēže	šēžē	NUM;ABS
šīa	šī-a	noun;ESS
šīad	šiye-a=d	noun;ESS;1SG.ABS
šīadi	šīadi	noun;ABS
šīaiašši	šīaiašše	noun;ABS
šīb	šī-i-b	verb;ANTIP;b
šīedi	šī-ed-i	verb;FUT;ANTIP
šīel	šī-i=l	noun;3POSS.SG.ABS;3PL.ABS
šīelva	šīlvi-a	noun;ESS
šīenaēl	šiye-ne-ae=l	noun;RELAT.SG;INS;3PL.ABS
šīenaža	šiye-na-až-a	noun;RELAT.PL;PL;DAT/ESS
šīenella	šiye-ne-e=lla	noun;RELAT.SG;DIR/LOC;3PL.ABS
šīenež	šiye-ne-ž	noun;RELAT.SG;ERG
šīenāi	šiye-ne-ae	noun;RELAT.SG;INS
šīenāže	šiye-na-až-ve	noun;RELAT.PL;PL;GEN
šīm	šī-i=m	noun;3POSS.SG.ABS;2SG.ABS
šīna	šī+ni-a	noun;ESS
šīnda	šind-a	verb;INT
šīnimma	šini=mma	ADV;2SG.ABS
šīnimmab	šini=mma=m	ADV;2SG.ABS;CON
šīnunaġi	šīnunaġi	noun;ABS
šīnzima	šin+ze=ma	NUM;ABS;CON
šīra	šīr-a	verb;INT
šīri	šīri	noun;ABS
šīri	šīr-i	verb;ANTIP
šīrna	šīr+ni-a	noun;ESS
šīrna	šīrn-a	verb;INT
šīrnamma	šīr+ni-a=mma	noun;ESS;CON
šīrūra	šīrūri-a	noun;ESS
šīwullēm	šīūli-ne-e=m	noun;RELAT.SG;DIR/LOC;CON
šīwullēm	šī-ul-i-le=m	verb;ul;MOD.AG;1JUSS;CON
šīwḫa	šīuġi-a	noun;ESS
šīġa	šīġi-a	noun;ESS
šīġa	šīġ-a	verb;INT
šīġāi	šēġa-ae	noun;INS
šīġāi	šēġ-i-ai	verb;MOD.AG;PURP
šīġāttāma	šēġa-a=tta=ma	noun;ESS;1SG.ABS;CON
šīġāttāma	šīġ-a=tta=ma	verb;INT;1SG.ABS;CON
šīġāvenažan	šēġa-ve-na-až-a=an	noun;GEN;RELAT.PL;PL;DAT/ESS;CON
šōda	šo-da	PRON;DIR
šōduštiēž	šōd-ošt-i-ež	verb;RES;MOD.AG;OPT
šōe	šōe	PRON;ABS
šōe	šōe	noun;ABS
šōeni	šōe-ne	PRON;ABL/INS
šōeniveninna	šōe-ne-ve-ne-nna	PRON;RELAT.SG;GEN;RELAT.SG;EQU2
šōi	šō-i	verb;ANTIP
šōima	šōe=ma	PRON;ABS;CON
šōima	šōe=ma	noun;ABS;CON
šōima	šō-i=ma	verb;ANTIP;CON
šōlidu	šōl-id-o	verb;PL.A;TR.PFV
šōlli	šolli	noun;ABS
šōni	šō+ni	noun;ABS
šōni	šōn-i	verb;ANTIP
šōnia	šō+ni-i-a	noun;3POSS.SG;ESS
šōnia	šōn-i-a	verb;TR;3A.SG
šōniaž	šō+ni-i-až	noun;3POSS;PL.ABS
šōnib	šō+ni-v	noun;2POSS.SG.ABS
šōniba	šō+ni-i-va	noun;3POSS.SG;DAT
šōra	šōri-a	noun;ESS
šōra	šōr-a	verb;INT
šōraššella	šōr+a+šše=lla	noun;ABS;3PL.ABS
šōraššella	šōr-a-šše=lla	verb;INT;NMLZ.ABS;3PL.ABS
šōrin	šōri-n	noun;ABL/INS
šōrra	šōri-na	noun;RELAT.PL.ABS
šōrra	šōrr-a	verb;INT
šōruž	šōri-ož	noun;EQU
šōruž	šōr-o-ež	verb;MOD.PAT;OPT
šōva	šowa	noun;ABS
šōvae	šo-ve-ae	PRON;GEN;INS
šōvae	šowa-ae	noun;INS
šōvaib	šowa-ae=v	noun;INS;2PL.ABS
šōvalada	šowala-da	noun;DIR
šōvalaž	šowala-ž	noun;ERG
šōġaššini	šōġ+a+šše-ne	noun;ABL/INS
šōġunnaži	šōġoni-na-až-ve	noun;RELAT.PL;PL;GEN
šōġuri	šōġori	noun;ABS
šōġurri	šōġori-ne	noun;ABL/INS
šūbīniva	šubi-ne-va	noun;RELAT.SG;DAT
šūgatteni	šūgatte-ne	noun;ABL/INS
šūgi	šūgi	noun;ABS
šūgēma	šūgē=ma	noun;ABS;CON
šūla	šūli-a	noun;ESS
šūnīda	šō+ni-i-da	noun;3POSS.SG;DIR
šūpta	šūpti-a	noun;ESS
šūpta	šūp-d-a	verb;d;INT
šūranni	šūr+a+nni	noun;ABS
šūranni	šūr-i-anni	verb;MOD.AG;DESID
šūrbēnež	šūrbē-ne-ž	noun;RELAT.SG;ERG
šūre	šuri	noun;ABS
šūri	šūr-i	verb;ANTIP
šūrnīma	šūrni-i=ma	noun;3POSS.SG.ABS;CON
šūrōm	šūr-o-m	verb;TR.PFV;3A.SG
šūrūži	šūrūže	noun;ABS
šūrūži	šūr-ož-i	verb;PST;ANTIP
šūwada	šowa-da	noun;DIR
šūwarudanam	šūwarudi-a=n=m	noun;ESS;3SG.ABS;CON
šūwarudanam	šūw-ar-u-d-a=n=m	verb;ITER;MED;PL.A;3A;3SG.ABS;CON
šūžiž	šūži-i-ž	noun;3POSS.SG;ERG
šūḫḫuluštib	šūḫḫ-ul-ušt-i-b	verb;ul;RES;ANTIP;b
ūlluž	ūllu-ž	noun;ERG
ūlvinēma	olvi-ne-e=ma	ADJ;RELAT.SG;DIR/LOC;CON
ūmbiža	ūmb+i+že-a	noun;ESS
ūmbiža	umb-iž-a	verb;iž;3A.SG
ūmmumaššiniva	ūmm+um+a+šše-ne-va	noun;RELAT.SG;DAT
ūmmumaššiniva	umm-o-m-ašše-ne-va	verb;TR.PFV;3A.SG;NMLZ;RELAT.SG;DAT
ūmmēġa	umm-eġ-a	verb;eġ;INT
ūna	uw+o+ni-a	noun;ESS
ūpšīb	ūpš-i-b	verb;ANTIP;b
ūrdaššinēlla	ūrd+a+šše-ne-ž=lla	noun;RELAT.SG;ERG;3PL.ABS
ūrmi	ūrmi	noun;ABS
ūrrugivuwi	ūrrugi-iffu-ve	noun;1POSS.SG;GEN
ūrġi	ūrġi	noun;ABS
ūrġāb	ūrġi-a=v	noun;ESS;2PL.ABS
ūrġāb	ūrġ-a-b	verb;INT;b
ūšteni	ūšte-ne	noun;ABL/INS
ūššīd	ōšš-i=d	verb;ANTIP;1SG.ABS
ūžamma	uw+o+že-a=mma	noun;ESS;2SG.ABS
ūžamma	uw-ož-a=mma	verb;PST;3A.SG;2SG.ABS
ūžia	uw+o+že-i-a	noun;3POSS.SG;ESS
ḫabalgi	ḫabalgi	noun;ABS
ḫabaḫḫōbada	ḫab+aḫḫ+ō+bade-a	noun;ESS
ḫaburna	ḫavor+ni-a	noun;ESS
ḫaburni	ḫavor+ni	noun;ABS
ḫaburnin	ḫavor+ni-n	noun;ABL/INS
ḫabānab	ḫabān-a-b	verb;INT;b
ḫademinin	ḫademi-ne-n	noun;RELAT.SG;ABL/INS
ḫaidu	ḫa-id-o	verb;PL.A;TR.PFV
ḫaiġi	ḫa+i+ġe	noun;ABS
ḫalandi	ḫalandi	noun;ABS
ḫalban	ḫalba-a=an	noun;ESS;CON
ḫalikkuli	ḫalikkuli	noun;ABS
ḫalminibi	ḫal+mi-ne-ve	noun;RELAT.SG;GEN
ḫalmināžuž	ḫal+mi-na-až-ož	noun;RELAT.PL;PL;ERG
ḫalze	ḫalze	noun;ABS
ḫalzinibi	ḫalze-ne-ve	noun;RELAT.SG;GEN
ḫalzēni	ḫalze-ne-e	noun;RELAT.SG;DIR/LOC
ḫalzōġla	ḫalz+ō+ġ+li-a	noun;ESS
ḫamarra	ḫamri-na	noun;RELAT.PL.ABS
ḫamarraža	ḫam+ar+i-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫamarražena	ḫam+ar+i-na-až-ve-na	noun;RELAT.PL;PL;GEN;RELAT.PL.ABS
ḫamaziažidan	ḫamaz+i+a+šše-dan	noun;ABL
ḫanibāe	ḫāni-ve-ae	noun;GEN;INS
ḫaniri	ḫan+i+re	noun;ABS
ḫanirra	ḫan+i+re-na	noun;RELAT.PL.ABS
ḫannibāe	ḫanni-ve-ae	noun;GEN;INS
ḫanniž	ḫani-ne-ž	noun;RELAT.SG;ERG
ḫanubasḫi	ḫān+u+b+a+sḫe	noun;ABS
ḫanumbasḫi	ḫan+u+mb+a+sḫe	noun;ABS
ḫanumbasḫida	ḫan+u+mb+a+sḫe-da	noun;DIR
ḫapsuri	ḫapsōri	noun;ABS
ḫapsurib	ḫapsōri-v	noun;2POSS.SG.ABS
ḫapsōrida	ḫapsōri-da	noun;DIR
ḫapšārūwa	ḫapš-ar-u-a	verb;ITER;MED;3A.SG
ḫara	ḫāri-a	noun;ESS
ḫarraža	ḫāri-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫarražanilla	ḫāri-na-až-ane=lla	noun;RELAT.PL;PL;ABL/INS;3PL.ABS
ḫarġaraima	ḫarġarai=ma	noun;ABS;CON
ḫassin	ḫassī-n	noun;ABL/INS
ḫassizai	ḫassizi-ae	noun;INS
ḫassizi	ḫassizi	noun;ABS
ḫattuġe	ḫatt+o+ġe	ADJ;ABS
ḫattōġināža	ḫatt+o+ġe-na-až-a	ADJ;RELAT.PL;PL;DAT/ESS
ḫatḫēda	ḫatḫ-ed-a	verb;FUT;3A.SG
ḫaulillāndu	ḫa-ol-ill-and-o	verb;ol;ill;PL.A;MOD.PAT
ḫavirni	ḫavēr+ni	noun;ABS
ḫavorunnen	ḫavor+ni-ne-n	noun;RELAT.SG;ABL/INS
ḫavorunni	ḫavor+ni-ne	noun;ABL/INS
ḫavorunnima	ḫavor+ni-ne-e=ma	noun;RELAT.SG;DIR/LOC;CON
ḫavārri	ḫav+ār+i-ne	noun;ABL/INS
ḫavāḫḫōbada	ḫav+āḫḫ+ō+bade-a	noun;ESS
ḫavōrnuž	ḫavor+ni-ož	noun;EQU
ḫavōrunniba	ḫavor+ni-ne-va	noun;RELAT.SG;DAT
ḫavōrunnibi	ḫavor+ni-ne-ve	noun;RELAT.SG;GEN
ḫavōrunnibina	ḫavor+ni-ne-ve-na	noun;RELAT.SG;GEN;RELAT.PL.ABS
ḫavōrunnini	ḫavor+ni-ne-ne	noun;RELAT.SG;ABL/INS
ḫavōrunnišša	ḫavor+ni-ne-ž=nna	noun;RELAT.SG;ERG;3SG.ABS
ḫawsuġa	ḫauz+o+ġe-a	noun;ESS
ḫawsuġa	ḫauz-oġ-a	verb;oġ;INT
ḫaziana	ḫaziani-a	noun;ESS
ḫaīb	ḫa-i-b	verb;ANTIP;b
ḫaštalli	ḫašt+al+i-ne	noun;ABL/INS
ḫaštalli	ḫašt-al-i-le	verb;al;MOD.AG;1JUSS
ḫaššiadi	ḫaššiadi	noun;ABS
ḫaššiadināža	ḫaššiadi-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫažara	ḫāž+ar+i-a	noun;ESS
ḫažari	ḫāž+ar+i	noun;ABS
ḫažarrež	ḫāž+ar+i-ne-ž	noun;RELAT.SG;ERG
ḫažarri	ḫāž+ar+i-ne-e	noun;RELAT.SG;DIR/LOC
ḫažarrāe	ḫāž+arri-ae	noun;INS
ḫažarāe	ḫāž+ar+i-ae	noun;INS
ḫažaštili	ḫaž-ašt-i-le	verb;RES;MOD.AG;1JUSS
ḫažažilaum	ḫaž-až-il-aw=m	verb;až;il;1A.SG;2SG.ABS
ḫažimarri	ḫažimari-ne	noun;ABL/INS
ḫažimma	ḫaž-i+m+ai	verb;CVB
ḫažāe	ḫāži-ae	noun;INS
ḫebad	ḫebad	noun
ḫebaduž	ḫebad-ož	noun;ERG
ḫebapta	ḫebad-va	noun;DAT
ḫebapti	ḫebad-ve	noun;GEN
ḫebatpabnibal	ḫebad-ve-ne-va=l	noun;GEN;RELAT.SG;DAT;3PL.ABS
ḫebattenažuž	ḫebad-ve-na-až-ož	noun;GEN;RELAT.PL;PL;ERG
ḫeiaruḫḫi	ḫi+ar+o+ḫḫe	noun;ABS
ḫelda	ḫilde-a	noun;ESS
ḫelda	ḫild-a	verb;INT
ḫeldeni	ḫelde-ne	noun;ABL/INS
ḫeldāralla	ḫild+ār+i-a=lla	noun;ESS;3PL.ABS
ḫeldāralla	ḫild-ar-a=lla	verb;ITER;INT;3PL.ABS
ḫellamōla	ḫill-am-ol-a	verb;FACT;ol;3A.SG
ḫellaḫḫōri	ḫell+aḫḫ+ō+re	noun;ABS
ḫellib	ḫill-i-b	verb;ANTIP;b
ḫellibādi	ḫill-i-vade	verb;AG;ADJ.NEG.ABS
ḫellidi	ḫill-ed-i	verb;FUT;ANTIP
ḫellim	ḫill-i=m	verb;ANTIP;CON
ḫelōva	ḫelōvi-a	noun;ESS
ḫenni	ḫenni	ADV
ḫennēma	ḫenni=ma	ADV;CON
ḫenzā	ḫenzi-a	noun;ESS
ḫenzā	ḫenz-a	verb;INT
ḫenzādu	ḫenz+ād-u	verb;MED
ḫerida	ḫeri-da	noun;DIR
ḫerinež	ḫeri-ne-ž	noun;RELAT.SG;ERG
ḫerāri	ḫer+ār+i	noun;ABS
ḫerāġi	ḫeraġi	noun;ABS
ḫežminiž	ḫižmi-ne-ž	noun;RELAT.SG;ERG
ḫežāla	ḫežāli-a	noun;ESS
ḫežāla	ḫež+āl-a	verb;INT
ḫiara	ḫi+ar+i-a	noun;ESS
ḫiarrež	ḫiari-ne-ž	noun;RELAT.SG;ERG
ḫiarunna	ḫiar+o+ni-na	ADJ;RELAT.PL.ABS
ḫiaruḫḫa	ḫi+ar+o+ḫḫe-a	noun;ESS
ḫiaruḫḫina	ḫi+ar+o+ḫḫe-na	noun;RELAT.PL.ABS
ḫiaruḫḫināža	ḫi+ar+o+ḫḫe-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫibaptenida	ḫebad-ve-ne-da	noun;GEN;RELAT.SG;DIR
ḫibarni	ḫibar+ni	noun;ABS
ḫibulēž	ḫib-o-l-ež	noun;MOD.PAT;l;OPT
ḫideneve	ḫide-ne-ve	noun;RELAT.SG;GEN
ḫilde	ḫilde	noun;ABS
ḫilde	ḫil-id-en	verb;PL.A;3JUSS
ḫiliġini	ḫil+i+ġe-ne	noun;ABL/INS
ḫillamen	ḫillame-n	noun;ABL/INS
ḫillamen	ḫill-am-i-en	verb;FACT;MOD.AG;3JUSS
ḫilli	ḫill-i	verb;ANTIP
ḫillēl	ḫill-i=l	verb;TR.IMP;3PL.ABS
ḫimzatḫōži	ḫimz+atḫ+ō+že	ADJ;ABS
ḫimzatḫōži	ḫimz+a+tḫ-ož-i	verb;PST;ANTIP
ḫimzidu	ḫimz-id-o	verb;PL.A;TR.PFV
ḫinimma	ḫenni=mma	ADV;2SG.ABS
ḫinnim	ḫenni=m	ADV;CON
ḫinzida	ḫenzi-i-da	noun;3POSS.SG;DIR
ḫinzurinna	ḫinzori-nna	noun;EQU2
ḫinzurulāež	ḫinz-ur-o-l-ai-ž	noun;ur;MOD.PAT;l;PURP;ž
ḫiraġella	ḫiraġe-i=lla	noun;3POSS.SG.ABS;3PL.ABS
ḫiraġella	ḫir-aġ-i=lla	verb;aġ;ANTIP;3PL.ABS
ḫiri	ḫiri	noun;ABS
ḫirinnel	ḫiri+ni-ne-e=l	noun;RELAT.SG;DIR/LOC;3PL.ABS
ḫirīdi	ḫir+īdi	noun;ABS
ḫivollāda	ḫiv+oll+āde-a	noun;ESS
ḫivollāda	ḫiv-oll-ad-a	verb;oll;ad;3A.SG
ḫižarduġullēbi	ḫiž+ar+d+o+ġ+o+li-ne-ve	noun;RELAT.SG;GEN
ḫižma	ḫižmi-a	noun;ESS
ḫižma	ḫižm-a	verb;INT
ḫižmini	ḫižmi-ne	noun;ABL/INS
ḫižmūža	ḫižm+o+že-a	ADJ;ESS
ḫubli	ḫubl-i	verb;ANTIP
ḫubna	ḫubni-a	noun;ESS
ḫuburriba	ḫuburi-ne-va	noun;RELAT.SG;DAT
ḫuburridal	ḫuburi-ne-da=l	noun;RELAT.SG;DIR;3PL.ABS
ḫubuštab	ḫub-ušt-aw	verb;RES;1A.SG
ḫudenāža	ḫōde-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫudidaw	ḫōd-ed-aw	verb;FUT;1A.SG
ḫuenivan	ḫowe+ni-i-va=an	noun;3POSS.SG;DAT;CON
ḫuišša	ḫo+i+šše-a	noun;ESS
ḫuiššeni	ḫo+i+šše-ne	noun;ABL/INS
ḫuldib	ḫul-d-i-b	verb;d;ANTIP;b
ḫullurēva	ḫull+o+re-i-va	noun;3POSS.SG;DAT
ḫullurēva	ḫull-ur-i-eva	verb;ur;MOD.AG;POT
ḫumaruġinan	ḫōm+ar+o+ḫḫe-na=an	ADJ;RELAT.PL.ABS;CON
ḫuppadedu	ḫupp+ad-ed-o	verb;FUT;2A.SG
ḫupši	ḫupši	noun;ABS
ḫupši	ḫupš-i	verb;ANTIP
ḫurida	ḫōri-i-da	noun;3POSS.SG;DIR
ḫuruššibināža	ḫur+o+šše-ve-na-až-a	noun;GEN;RELAT.PL;PL;DAT/ESS
ḫutḫi	ḫutḫi	noun;ABS
ḫutḫiž	ḫutḫi-i-ž	noun;3POSS.SG;ERG
ḫutḫiž	ḫutḫ-i-ež	verb;MOD.AG;OPT
